id,label,b_inggris,b_indo,status
811,Most 1000,space,ruang angkasa,default
812,Most 1000,speak,berbicara,default
813,Most 1000,special,spesial,default
814,Most 1000,specific,spesifik,default
815,Most 1000,speech,pidato,default
816,Most 1000,spend,membelanjakan,default
817,Most 1000,sport,olahraga,default
818,Most 1000,spring,musim semi,default
819,Most 1000,staff,staf,default
820,Most 1000,stage,panggung,default
821,Most 1000,stand,berdiri,default
822,Most 1000,standard,standar,default
823,Most 1000,star,bintang,default
824,Most 1000,start,awal,default
825,Most 1000,state,negara,default
826,Most 1000,statement,penyataan,default
827,Most 1000,station,stasiun,default
828,Most 1000,stay,tinggal,default
829,Most 1000,step,melangkah,default
830,Most 1000,still,tetap,default
831,Most 1000,stock,saham,default
832,Most 1000,stop,berhenti,default
833,Most 1000,store,toko,default
834,Most 1000,story,cerita,default
835,Most 1000,strategy,strategi,default
836,Most 1000,street,jalan,default
837,Most 1000,strong,kuat,default
838,Most 1000,structure,struktur,default
839,Most 1000,student,murid,default
840,Most 1000,study,belajar,default
841,Most 1000,stuff,hal-hal,default
842,Most 1000,style,gaya,default
843,Most 1000,subject,subjek,default
844,Most 1000,success,kesuksesan,default
845,Most 1000,successful,sukses,default
846,Most 1000,such,seperti,default
847,Most 1000,suddenly,Tiba-tiba,default
848,Most 1000,suffer,menderita,default
849,Most 1000,suggest,menyarankan,default
850,Most 1000,summer,musim panas,default
851,Most 1000,support,mendukung,default
852,Most 1000,sure,Tentu,default
853,Most 1000,surface,permukaan,default
854,Most 1000,system,sistem,default
855,Most 1000,table,meja,default
856,Most 1000,take,mengambil,default
857,Most 1000,talk,bicara,default
858,Most 1000,task,tugas,default
859,Most 1000,tax,pajak,default
860,Most 1000,teach,mengajar,default
861,Most 1000,teacher,guru,default
862,Most 1000,team,tim,default
863,Most 1000,technology,teknologi,default
864,Most 1000,television,televisi,default
865,Most 1000,tell,memberi tahu,default
866,Most 1000,ten,sepuluh,default
867,Most 1000,tend,cenderung,default
868,Most 1000,term,ketentuan,default
869,Most 1000,test,tes,default
870,Most 1000,than,dibandingkan,default
871,Most 1000,thank,terima kasih,default
872,Most 1000,that,itu,default
873,Most 1000,the,itu,default
874,Most 1000,their,milik mereka,default
875,Most 1000,them,mereka,default
876,Most 1000,themselves,diri,default
877,Most 1000,then,Kemudian,default
878,Most 1000,theory,teori,default
879,Most 1000,there,di sana,default
880,Most 1000,these,ini,default
881,Most 1000,they,mereka,default
882,Most 1000,thing,benda,default
883,Most 1000,think,memikirkan,default
884,Most 1000,third,ketiga,default
885,Most 1000,this,ini,default
886,Most 1000,those,itu,default
887,Most 1000,though,meskipun,default
888,Most 1000,thought,pikiran,default
889,Most 1000,thousand,ribu,default
890,Most 1000,threat,ancaman,default
891,Most 1000,three,tiga,default
892,Most 1000,through,melalui,default
893,Most 1000,throughout,selama,default
894,Most 1000,throw,melemparkan,default
895,Most 1000,thus,dengan demikian,default
896,Most 1000,time,waktu,default
897,Most 1000,to,ke,default
898,Most 1000,today,Hari ini,default
899,Most 1000,together,bersama,default
900,Most 1000,tonight,malam ini,default
901,Most 1000,too,juga,default
902,Most 1000,top,atas,default
903,Most 1000,total,total,default
904,Most 1000,tough,keras,default
905,Most 1000,toward,ke arah,default
906,Most 1000,town,kota,default
907,Most 1000,trade,berdagang,default
908,Most 1000,traditional,tradisional,default
909,Most 1000,training,pelatihan,default
910,Most 1000,travel,bepergian,default
911,Most 1000,treat,merawat,default
912,Most 1000,treatment,perlakuan,default
913,Most 1000,tree,pohon,default
914,Most 1000,trial,uji coba,default
915,Most 1000,trip,perjalanan,default
916,Most 1000,trouble,masalah,default
917,Most 1000,TRUE,BENAR,default
918,Most 1000,truth,kebenaran,default
919,Most 1000,try,mencoba,default
920,Most 1000,turn,berbelok,default
921,Most 1000,TV,televisi,default
922,Most 1000,two,dua,default
923,Most 1000,type,jenis,default
924,Most 1000,under,di bawah,default
925,Most 1000,understand,memahami,default
926,Most 1000,unit,satuan,default
927,Most 1000,until,sampai,default
928,Most 1000,up,ke atas,default
929,Most 1000,upon,pada,default
930,Most 1000,us,kita,default
931,Most 1000,use,menggunakan,default
932,Most 1000,usually,biasanya,default
933,Most 1000,value,nilai,default
934,Most 1000,various,bermacam-macam,default
935,Most 1000,very,sangat,default
936,Most 1000,victim,korban,default
937,Most 1000,view,melihat,default
938,Most 1000,violence,kekerasan,default
939,Most 1000,visit,mengunjungi,default
940,Most 1000,voice,suara,default
941,Most 1000,vote,Pilih,default
942,Most 1000,wait,Tunggu,default
943,Most 1000,walk,berjalan,default
944,Most 1000,wall,dinding,default
945,Most 1000,want,ingin,default
946,Most 1000,war,perang,default
947,Most 1000,watch,jam tangan,default
948,Most 1000,water,air,default
949,Most 1000,way,jalan,default
950,Most 1000,we,Kami,default
951,Most 1000,weapon,senjata,default
952,Most 1000,wear,memakai,default
953,Most 1000,week,pekan,default
954,Most 1000,weight,berat,default
955,Most 1000,well,Sehat,default
956,Most 1000,west,Barat,default
957,Most 1000,western,barat,default
958,Most 1000,what,Apa,default
959,Most 1000,whatever,apa pun,default
960,Most 1000,when,Kapan,default
961,Most 1000,where,Di mana,default
962,Most 1000,whether,apakah,default
963,Most 1000,which,yang,default
964,Most 1000,while,ketika,default
965,Most 1000,white,putih,default
966,Most 1000,who,WHO,default
967,Most 1000,whole,utuh,default
968,Most 1000,whom,yang,default
969,Most 1000,whose,yang,default
970,Most 1000,why,Mengapa,default
971,Most 1000,wide,lebar,default
972,Most 1000,wife,istri,default
973,Most 1000,will,akan,default
974,Most 1000,win,menang,default
975,Most 1000,wind,angin,default
976,Most 1000,window,jendela,default
977,Most 1000,wish,mengharapkan,default
978,Most 1000,with,dengan,default
979,Most 1000,within,di dalam,default
980,Most 1000,without,tanpa,default
981,Most 1000,woman,wanita,default
982,Most 1000,wonder,rasa takjub,default
983,Most 1000,word,kata,default
984,Most 1000,work,bekerja,default
985,Most 1000,worker,pekerja,default
986,Most 1000,world,dunia,default
987,Most 1000,worry,khawatir,default
988,Most 1000,would,akan,default
989,Most 1000,write,menulis,default
990,Most 1000,writer,penulis,default
991,Most 1000,wrong,salah,default
992,Most 1000,yard,halaman,default
993,Most 1000,yeah,Ya,default
994,Most 1000,year,tahun,default
995,Most 1000,yes,Ya,default
996,Most 1000,yet,belum,default
997,Most 1000,you,Anda,default
998,Most 1000,young,muda,default
999,Most 1000,your,milikmu,default
1000,Most 1000,yourself,dirimu sendiri,default
1001,Most 2000,abandon,meninggalkan,default
1002,Most 2000,abortion,abortus,default
1003,Most 2000,abroad,luar negeri,default
1004,Most 2000,absence,ketiadaan,default
1005,Most 2000,absolute,mutlak,default
1006,Most 2000,absolutely,sangat,default
1007,Most 2000,absorb,menyerap,default
1008,Most 2000,abuse,melecehkan,default
1009,Most 2000,academic,akademik,default
1010,Most 2000,access,mengakses,default
1011,Most 2000,accident,kecelakaan,default
1012,Most 2000,accompany,menemani,default
1013,Most 2000,accomplish,menyelesaikan,default
1014,Most 2000,accurate,tepat,default
1015,Most 2000,accuse,menuduh,default
1016,Most 2000,achieve,meraih,default
1017,Most 2000,achievement,pencapaian,default
1018,Most 2000,acid,asam,default
1019,Most 2000,acknowledge,mengakui,default
1020,Most 2000,acquire,mendapatkan,default
1021,Most 2000,active,aktif,default
1022,Most 2000,activist,aktivis,default
1023,Most 2000,actor,aktor,default
1024,Most 2000,actress,aktris,default
1025,Most 2000,actual,sebenarnya,default
1026,Most 2000,ad,iklan,default
1027,Most 2000,adapt,menyesuaikan,default
1028,Most 2000,addition,tambahan,default
1029,Most 2000,additional,tambahan,default
1030,Most 2000,adequate,memadai,default
1031,Most 2000,adjust,menyesuaikan,default
1032,Most 2000,adjustment,pengaturan,default
1033,Most 2000,administrator,administrator,default
1034,Most 2000,admire,mengagumi,default
1035,Most 2000,admission,penerimaan,default
1036,Most 2000,adolescent,remaja,default
1037,Most 2000,adopt,mengambil,default
1038,Most 2000,advance,maju,default
1039,Most 2000,advanced,canggih,default
1040,Most 2000,advantage,keuntungan,default
1041,Most 2000,adventure,petualangan,default
1042,Most 2000,advertising,iklan,default
1043,Most 2000,advice,nasihat,default
1044,Most 2000,advise,menasihati,default
1045,Most 2000,adviser,penasihat,default
1046,Most 2000,advocate,menganjurkan,default
1047,Most 2000,affair,perselingkuhan,default
1048,Most 2000,afford,memberi,default
1049,Most 2000,afraid,takut,default
1050,Most 2000,African,Afrika,default
1051,Most 2000,African-American,Amerika Afrika,default
1052,Most 2000,afternoon,sore,default
1053,Most 2000,agenda,Jadwal acara,default
1054,Most 2000,aggressive,agresif,default
1055,Most 2000,agricultural,pertanian,default
1056,Most 2000,ah,ah,default
1057,Most 2000,aid,bantuan,default
1058,Most 2000,aide,pembantu,default
1059,Most 2000,AIDS,AIDS,default
1060,Most 2000,aim,tujuan,default
1061,Most 2000,aircraft,pesawat terbang,default
1062,Most 2000,airline,perusahaan penerbangan,default
1063,Most 2000,airport,Bandara,default
1064,Most 2000,album,album,default
1065,Most 2000,alcohol,alkohol,default
1066,Most 2000,alive,hidup,default
1067,Most 2000,alliance,persekutuan,default
1068,Most 2000,ally,sekutu,default
1069,Most 2000,alter,mengubah,default
1070,Most 2000,alternative,alternatif,default
1071,Most 2000,AM,SAYA,default
1072,Most 2000,amazing,luar biasa,default
1073,Most 2000,analyst,analis,default
1074,Most 2000,analyze,menganalisa,default
1075,Most 3000,ancient,kuno,default
1076,Most 3000,anger,amarah,default
1077,Most 3000,angle,sudut,default
1078,Most 3000,angry,marah,default
1079,Most 3000,anniversary,peringatan tahunan,default
1080,Most 3000,announce,mengumumkan,default
1081,Most 3000,annual,tahunan,default
1082,Most 3000,anticipate,mengantisipasi,default
1083,Most 3000,anxiety,kecemasan,default
1084,Most 3000,anybody,siapa saja,default
1085,Most 3000,anymore,lagi,default
1086,Most 3000,anyway,Bagaimanapun,default
1087,Most 3000,anywhere,di mana saja,default
1088,Most 3000,apart,terpisah,default
1089,Most 3000,apartment,Apartemen,default
1090,Most 3000,apparent,tampak,default
1091,Most 3000,apparently,tampaknya,default
1092,Most 3000,appeal,menarik,default
1093,Most 3000,appearance,penampilan,default
1094,Most 3000,apple,apel,default
1095,Most 3000,application,aplikasi,default
1096,Most 3000,appoint,menunjuk,default
1097,Most 3000,appointment,janji temu,default
1098,Most 3000,appreciate,menghargai,default
1099,Most 3000,appropriate,sesuai,default
1100,Most 3000,approval,persetujuan,default
1101,Most 3000,approve,menyetujui,default
1102,Most 3000,approximately,sekitar,default
1103,Most 3000,Arab,Arab,default
1104,Most 3000,architect,arsitek,default
1105,Most 3000,argument,argumen,default
1106,Most 3000,arise,timbul,default
1107,Most 3000,armed,bersenjata,default
1108,Most 3000,army,tentara,default
1109,Most 3000,arrange,mengatur,default
1110,Most 3000,arrangement,pengaturan,default
1111,Most 3000,arrest,menangkap,default
1112,Most 3000,arrival,kedatangan,default
1113,Most 3000,artistic,artistik,default
1114,Most 3000,Asian,Asia,default
1115,Most 3000,aside,ke samping,default
1116,Most 3000,asleep,tertidur,default
1117,Most 3000,aspect,aspek,default
1118,Most 3000,assault,menyerang,default
1119,Most 3000,assert,menegaskan,default
1120,Most 3000,assess,menilai,default
1121,Most 3000,assessment,penilaian,default
1122,Most 3000,asset,aset,default
1123,Most 3000,assign,menetapkan,default
1124,Most 3000,assignment,penugasan,default
1125,Most 3000,assist,membantu,default
1126,Most 3000,assistance,pendampingan,default
1127,Most 3000,assistant,asisten,default
1128,Most 3000,associate,rekan,default
1129,Most 3000,association,asosiasi,default
1130,Most 3000,assumption,anggapan,default
1131,Most 3000,assure,memastikan,default
1132,Most 3000,athlete,atlet,default
1133,Most 3000,athletic,atletis,default
1134,Most 3000,atmosphere,suasana,default
1135,Most 3000,attach,menempel,default
1136,Most 3000,attempt,percobaan,default
1137,Most 3000,attend,menghadiri,default
1138,Most 3000,attitude,sikap,default
1139,Most 3000,attract,menarik,default
1140,Most 3000,attractive,menarik,default
1141,Most 3000,attribute,atribut,default
1142,Most 3000,auto,mobil,default
1143,Most 3000,average,rata-rata,default
1144,Most 3000,award,menghadiahkan,default
1145,Most 3000,aware,menyadari,default
1146,Most 3000,awareness,kesadaran,default
1147,Most 3000,awful,buruk sekali,default
1148,Most 2000,background,latar belakang,default
1149,Most 2000,badly,dengan buruk,default
1150,Most 2000,bake,memanggang,default
1151,Most 2000,balance,keseimbangan,default
1152,Most 2000,ban,melarang,default
1153,Most 2000,band,pita,default
1154,Most 2000,barely,hampir tidak,default
1155,Most 2000,barrel,barel,default
1156,Most 2000,barrier,penghalang,default
1157,Most 2000,baseball,baseball,default
1158,Most 2000,basic,dasar,default
1159,Most 2000,basically,pada dasarnya,default
1160,Most 2000,basis,dasar,default
1161,Most 2000,basket,keranjang,default
1162,Most 2000,basketball,bola basket,default
1163,Most 2000,bathroom,kamar mandi,default
1164,Most 2000,battery,baterai,default
1165,Most 2000,battle,pertarungan,default
1166,Most 2000,beach,pantai,default
1167,Most 2000,bean,kacang,default
1168,Most 2000,bear,beruang,default
1169,Most 2000,beauty,kecantikan,default
1170,Most 2000,bedroom,kamar tidur,default
1171,Most 2000,beer,Bir,default
1172,Most 2000,beginning,awal,default
1173,Most 2000,being,makhluk,default
1174,Most 2000,belief,kepercayaan,default
1175,Most 2000,bell,lonceng,default
1176,Most 2000,belong,milik,default
1177,Most 2000,below,di bawah,default
1178,Most 2000,belt,sabuk,default
1179,Most 2000,bench,bangku,default
1180,Most 2000,bend,membengkokkan,default
1181,Most 2000,beneath,di bawah,default
1182,Most 2000,beside,di samping,default
1183,Most 2000,besides,di samping itu,default
1184,Most 2000,bet,bertaruh,default
1185,Most 2000,Bible,Alkitab,default
1186,Most 2000,bike,sepeda,default
1187,Most 2000,bind,mengikat,default
1188,Most 2000,biological,biologis,default
1189,Most 2000,bird,burung,default
1190,Most 2000,birth,kelahiran,default
1191,Most 2000,birthday,hari ulang tahun,default
1192,Most 2000,bite,menggigit,default
1193,Most 2000,blade,Pedang,default
1194,Most 2000,blame,menyalahkan,default
1195,Most 2000,blanket,selimut,default
1196,Most 2000,blind,buta,default
1197,Most 3000,block,memblokir,default
1198,Most 3000,blow,meniup,default
1199,Most 3000,boat,kapal,default
1200,Most 3000,bomb,bom,default
1201,Most 3000,bombing,pengeboman,default
1202,Most 3000,bond,menjalin kedekatan,default
1203,Most 3000,bone,tulang,default
1204,Most 3000,boom,ledakan,default
1205,Most 3000,boot,boot,default
1206,Most 3000,border,berbatasan,default
1207,Most 3000,borrow,meminjam,default
1208,Most 3000,boss,bos,default
1209,Most 3000,bother,mengganggu,default
1210,Most 3000,bottle,botol,default
1211,Most 3000,bottom,dasar,default
1212,Most 3000,boundary,batas,default
1213,Most 3000,bowl,mangkuk,default
1214,Most 3000,boyfriend,pacar,default
1215,Most 3000,brain,otak,default
1216,Most 3000,branch,cabang,default
1217,Most 3000,brand,merek,default
1218,Most 3000,bread,roti,default
1219,Most 3000,breakfast,sarapan,default
1220,Most 3000,breast,dada,default
1221,Most 3000,breath,napas,default
1222,Most 3000,breathe,bernapas,default
1223,Most 3000,brick,bata,default
1224,Most 3000,bridge,menjembatani,default
1225,Most 3000,brief,singkat,default
1226,Most 3000,briefly,secara singkat,default
1227,Most 3000,bright,terang,default
1228,Most 3000,brilliant,cemerlang,default
1229,Most 3000,British,Inggris,default
1230,Most 3000,broad,luas,default
1231,Most 3000,broken,rusak,default
1232,Most 3000,brown,cokelat,default
1233,Most 3000,brush,sikat,default
1234,Most 3000,buck,uang,default
1235,Most 3000,bullet,peluru,default
1236,Most 3000,bunch,kelompok,default
1237,Most 3000,burden,beban,default
1238,Most 3000,burn,membakar,default
1239,Most 3000,bury,mengubur,default
1240,Most 3000,bus,bis,default
1241,Most 3000,busy,sibuk,default
1242,Most 3000,butter,mentega,default
1243,Most 3000,button,tombol,default
1244,Most 3000,buyer,pembeli,default
1245,Most 2000,cabin,kabin,default
1246,Most 2000,cabinet,kabinet,default
1247,Most 2000,cable,kabel,default
1248,Most 2000,cake,kue,default
1249,Most 2000,calculate,menghitung,default
1250,Most 2000,camp,kamp,default
1251,Most 2000,campus,kampus,default
1252,Most 2000,Canadian,Kanada,default
1253,Most 2000,cap,topi,default
1254,Most 2000,capability,kemampuan,default
1255,Most 2000,capable,mampu,default
1256,Most 2000,capacity,kapasitas,default
1257,Most 2000,captain,Kapten,default
1258,Most 2000,capture,menangkap,default
1259,Most 2000,carbon,karbon,default
1260,Most 2000,careful,hati-hati,default
1261,Most 2000,carefully,dengan hati-hati,default
1262,Most 2000,carrier,pembawa,default
1263,Most 2000,cash,uang tunai,default
1264,Most 2000,cast,pemeran,default
1265,Most 2000,cat,kucing,default
1266,Most 2000,category,kategori,default
1267,Most 2000,Catholic,Katolik,default
1268,Most 2000,ceiling,langit-langit,default
1269,Most 2000,celebrate,merayakan,default
1270,Most 2000,celebration,perayaan,default
1271,Most 2000,celebrity,selebriti,default
1272,Most 2000,CEO,CEO,default
1273,Most 2000,ceremony,upacara,default
1274,Most 2000,chain,rantai,default
1275,Most 2000,chairman,ketua,default
1276,Most 2000,chamber,ruangan,default
1277,Most 2000,champion,juara,default
1278,Most 2000,championship,kejuaraan,default
1279,Most 2000,changing,berubah,default
1280,Most 2000,channel,saluran,default
1281,Most 2000,chapter,bab,default
1282,Most 2000,characteristic,ciri,default
1283,Most 2000,characterize,mencirikan,default
1284,Most 2000,charity,amal,default
1285,Most 2000,chart,bagan,default
1286,Most 2000,chase,mengejar,default
1287,Most 2000,cheap,murah,default
1288,Most 2000,cheek,pipi,default
1289,Most 2000,cheese,keju,default
1290,Most 2000,chef,koki,default
1291,Most 2000,chemical,bahan kimia,default
1292,Most 2000,chest,dada,default
1293,Most 2000,chicken,ayam,default
1294,Most 2000,chief,ketua,default
1295,Most 2000,childhood,masa kecil,default
1296,Most 2000,Chinese,Cina,default
1297,Most 2000,chip,chip,default
1298,Most 2000,chocolate,cokelat,default
1299,Most 2000,cholesterol,kolesterol,default
1300,Most 2000,Christian,Kristen,default
1301,Most 2000,Christmas,Natal,default
1302,Most 2000,cigarette,rokok,default
1303,Most 2000,circle,lingkaran,default
1304,Most 2000,circumstance,keadaan,default
1305,Most 2000,cite,mengutip,default
1306,Most 2000,civilian,sipil,default
1307,Most 2000,classic,klasik,default
1308,Most 2000,classroom,kelas,default
1309,Most 2000,clean,membersihkan,default
1310,Most 2000,client,klien,default
1311,Most 2000,climate,iklim,default
1312,Most 2000,climb,mendaki,default
1313,Most 2000,clinic,klinik,default
1314,Most 2000,clinical,klinis,default
1315,Most 2000,clock,jam,default
1316,Most 2000,closely,rapat,default
1317,Most 2000,closer,lebih dekat,default
1318,Most 2000,clothes,pakaian,default
1319,Most 2000,clothing,pakaian,default
1320,Most 2000,cloud,awan,default
1321,Most 2000,club,klub,default
1322,Most 2000,clue,petunjuk,default
1323,Most 2000,cluster,gugus,default
1324,Most 2000,coal,batu bara,default
1325,Most 2000,coalition,koalisi,default
1326,Most 2000,coast,pesisir,default
1327,Most 2000,coat,mantel,default
1328,Most 2000,code,kode,default
1329,Most 2000,coffee,kopi,default
1330,Most 2000,cognitive,kognitif,default
1331,Most 2000,collapse,runtuh,default
1332,Most 2000,colleague,kolega,default
1333,Most 2000,collect,mengumpulkan,default
1334,Most 2000,collective,kolektif,default
1335,Most 2000,colonial,kolonial,default
1336,Most 2000,column,kolom,default
1337,Most 2000,combination,kombinasi,default
1338,Most 2000,combine,menggabungkan,default
1339,Most 2000,comedy,komedi,default
1340,Most 2000,comfort,kenyamanan,default
1341,Most 2000,comfortable,nyaman,default
1342,Most 2000,command,memerintah,default
1343,Most 2000,commander,komandan,default
1344,Most 2000,comment,komentar,default
1345,Most 2000,commission,Komisi,default
1346,Most 2000,commit,melakukan,default
1347,Most 2000,commitment,komitmen,default
1348,Most 2000,committee,komite,default
1349,Most 2000,communicate,menyampaikan,default
1350,Most 2000,communication,komunikasi,default
1351,Most 2000,comparison,perbandingan,default
1352,Most 2000,compete,bersaing,default
1353,Most 2000,competition,kompetisi,default
1354,Most 2000,competitive,kompetitif,default
1355,Most 2000,competitor,saingan,default
1356,Most 2000,complain,mengeluh,default
1357,Most 2000,complaint,keluhan,default
1358,Most 2000,complete,menyelesaikan,default
1359,Most 3000,completely,sama sekali,default
1360,Most 3000,complex,kompleks,default
1361,Most 3000,complicated,rumit,default
1362,Most 3000,component,komponen,default
1363,Most 3000,compose,menyusun,default
1364,Most 3000,composition,komposisi,default
1365,Most 3000,comprehensive,luas,default
1366,Most 3000,concentrate,konsentrat,default
1367,Most 3000,concentration,konsentrasi,default
1368,Most 3000,concept,konsep,default
1369,Most 3000,concerned,khawatir,default
1370,Most 3000,concert,konser,default
1371,Most 3000,conclude,menyimpulkan,default
1372,Most 3000,conclusion,kesimpulan,default
1373,Most 3000,concrete,konkret,default
1374,Most 3000,conduct,mengadakan,default
1375,Most 3000,confidence,kepercayaan diri,default
1376,Most 3000,confident,percaya diri,default
1377,Most 3000,confirm,mengonfirmasi,default
1378,Most 3000,conflict,konflik,default
1379,Most 3000,confront,mengonfrontasi,default
1380,Most 3000,confusion,kebingungan,default
1381,Most 3000,congressional,kongres,default
1382,Most 3000,connect,Menghubung,default
1383,Most 3000,connection,koneksi,default
1384,Most 3000,consciousness,kesadaran,default
1385,Most 3000,consensus,konsensus,default
1386,Most 3000,consequence,konsekuensi,default
1387,Most 3000,conservative,konservatif,default
1388,Most 3000,considerable,besar,default
1389,Most 3000,consideration,pertimbangan,default
1390,Most 3000,consist,terdiri atas,default
1391,Most 3000,consistent,konsisten,default
1392,Most 3000,constant,konstan,default
1393,Most 3000,constantly,selalu,default
1394,Most 3000,constitute,merupakan,default
1395,Most 3000,constitutional,konstitusional,default
1396,Most 3000,construct,membangun,default
1397,Most 3000,construction,konstruksi,default
1398,Most 3000,consultant,konsultan,default
1399,Most 3000,consume,mengkonsumsi,default
1400,Most 3000,consumption,konsumsi,default
1401,Most 3000,contact,kontak,default
1402,Most 3000,container,wadah,default
1403,Most 3000,contemporary,kontemporer,default
1404,Most 3000,content,isi,default
1405,Most 3000,contest,kontes,default
1406,Most 3000,context,konteks,default
1407,Most 3000,continued,lanjut,default
1408,Most 3000,contract,kontrak,default
1409,Most 3000,contrast,kontras,default
1410,Most 3000,contribute,menyumbang,default
1411,Most 3000,contribution,kontribusi,default
1412,Most 3000,controversial,kontroversial,default
1413,Most 3000,controversy,kontroversi,default
1414,Most 3000,convention,Konvensi,default
1415,Most 3000,conventional,konvensional,default
1416,Most 3000,conversation,percakapan,default
1417,Most 3000,convert,mengubah,default
1418,Most 3000,conviction,pengakuan,default
1419,Most 3000,convince,meyakinkan,default
1420,Most 3000,cook,memasak,default
1421,Most 3000,cookie,Kue kering,default
1422,Most 3000,cooking,memasak,default
1423,Most 3000,cool,Dingin,default
1424,Most 3000,cooperation,kerja sama,default
1425,Most 3000,cop,polisi,default
1426,Most 3000,cope,mengatasi,default
1427,Most 3000,copy,menyalin,default
1428,Most 3000,core,inti,default
1429,Most 3000,corn,Jagung,default
1430,Most 3000,corner,sudut,default
1431,Most 3000,corporate,perusahaan,default
1432,Most 3000,corporation,perusahaan,default
1433,Most 3000,correct,benar,default
1434,Most 3000,correspondent,koresponden,default
1435,Most 3000,cotton,kapas,default
1436,Most 3000,couch,sofa,default
1437,Most 3000,council,Dewan,default
1438,Most 3000,counselor,konselor,default
1439,Most 3000,count,menghitung,default
1440,Most 3000,counter,menangkal,default
1441,Most 3000,county,daerah,default
1442,Most 3000,courage,keberanian,default
1443,Most 3000,cousin,sepupu,default
1444,Most 3000,coverage,cakupan,default
1445,Most 3000,cow,sapi,default
1446,Most 3000,crack,retakan,default
1447,Most 3000,craft,keahlian,default
1448,Most 3000,crash,menabrak,default
1449,Most 3000,crazy,gila,default
1450,Most 3000,cream,krim,default
1451,Most 3000,creation,penciptaan,default
1452,Most 3000,creative,kreatif,default
1453,Most 3000,creature,makhluk,default
1454,Most 3000,credit,kredit,default
1455,Most 3000,crew,awak kapal,default
1456,Most 3000,criminal,pidana,default
1457,Most 3000,crisis,krisis,default
1458,Most 3000,criteria,kriteria,default
1459,Most 3000,critic,pengkritik,default
1460,Most 3000,critical,kritis,default
1461,Most 3000,criticism,kritik,default
1462,Most 3000,criticize,mengkritik,default
1463,Most 3000,crop,tanaman,default
1464,Most 3000,cross,menyeberang,default
1465,Most 3000,crowd,kerumunan,default
1466,Most 3000,crucial,penting,default
1467,Most 3000,cry,menangis,default
1468,Most 3000,curious,penasaran,default
1469,Most 3000,currently,saat ini,default
1470,Most 3000,curriculum,kurikulum,default
1471,Most 3000,custom,kebiasaan,default
1472,Most 3000,cycle,siklus,default
1473,Most 2000,dad,ayah,default
1474,Most 2000,daily,sehari-hari,default
1475,Most 2000,damage,kerusakan,default
1476,Most 2000,dance,menari,default
1477,Most 2000,danger,bahaya,default
1478,Most 2000,dangerous,berbahaya,default
1479,Most 2000,dare,berani,default
1480,Most 2000,darkness,kegelapan,default
1481,Most 2000,date,tanggal,default
1482,Most 2000,dealer,pedagang,default
1483,Most 2000,dear,Sayang,default
1484,Most 2000,debt,utang,default
1485,Most 2000,deck,Kartu,default
1486,Most 2000,declare,menyatakan,default
1487,Most 2000,decline,menolak,default
1488,Most 2000,decrease,mengurangi,default
1489,Most 2000,deeply,dalam,default
1490,Most 2000,deer,rusa,default
1491,Most 2000,defeat,mengalahkan,default
1492,Most 2000,defend,membela,default
1493,Most 2000,defendant,terdakwa,default
1494,Most 2000,defensive,defensif,default
1495,Most 2000,deficit,defisit,default
1496,Most 2000,define,mendefinisikan,default
1497,Most 2000,definitely,tentu saja,default
1498,Most 2000,definition,definisi,default
1499,Most 2000,delay,menunda,default
1500,Most 2000,deliver,mengantarkan,default
1501,Most 2000,delivery,pengiriman,default
1502,Most 2000,demand,tuntutan,default
1503,Most 2000,democracy,demokrasi,default
1504,Most 2000,demonstrate,mendemonstrasikan,default
1505,Most 2000,demonstration,demonstrasi,default
1506,Most 2000,deny,membantah,default
1507,Most 2000,department,departemen,default
1508,Most 2000,depend,bergantung,default
1509,Most 2000,dependent,bergantung,default
1510,Most 2000,depending,tergantung,default
1511,Most 2000,depict,menggambarkan,default
1512,Most 2000,depression,depresi,default
1513,Most 2000,depth,kedalaman,default
1514,Most 2000,deputy,wakil,default
1515,Most 2000,derive,memperoleh,default
1516,Most 2000,description,keterangan,default
1517,Most 2000,desert,gurun,default
1518,Most 2000,deserve,layak,default
1519,Most 2000,designer,perancang,default
1520,Most 2000,desire,menginginkan,default
1521,Most 2000,desk,meja,default
1522,Most 2000,desperate,putus asa,default
1523,Most 2000,destroy,menghancurkan,default
1524,Most 2000,destruction,penghancuran,default
1525,Most 2000,detailed,terperinci,default
1526,Most 2000,detect,mendeteksi,default
1527,Most 2000,developing,mengembangkan,default
1528,Most 2000,device,perangkat,default
1529,Most 2000,devote,mendedikasikan,default
1530,Most 2000,dialogue,dialog,default
1531,Most 2000,diet,diet,default
1532,Most 3000,differ,berbeda,default
1533,Most 3000,differently,berbeda,default
1534,Most 3000,difficulty,kesulitan,default
1535,Most 3000,dig,menggali,default
1536,Most 3000,digital,digital,default
1537,Most 3000,dimension,dimensi,default
1538,Most 3000,dining,makan,default
1539,Most 3000,direct,langsung,default
1540,Most 3000,directly,secara langsung,default
1541,Most 3000,dirt,kotoran,default
1542,Most 3000,dirty,kotor,default
1543,Most 3000,disability,disabilitas,default
1544,Most 3000,disagree,tidak setuju,default
1545,Most 3000,disappear,menghilang,default
1546,Most 3000,disaster,bencana,default
1547,Most 3000,discipline,disiplin,default
1548,Most 3000,discourse,ceramah,default
1549,Most 3000,discovery,penemuan,default
1550,Most 3000,discrimination,diskriminasi,default
1551,Most 3000,dish,piring,default
